Yab,T,X
[12.20802977],[1],"[-0.01059477  1.38997454  0.13222824  1.49989706 -0.34192194  0.29100721
  0.38931088  0.51687048 -0.26362461  0.59149672]"
[-23.15401209],[0],"[ 0.122784   -1.08581961 -0.68702692 -0.54517208 -0.60436917 -0.04967593
 -0.85194999  0.29996652 -0.31874235 -0.66663061]"
[37.95774326],[0],"[ 1.10530612  1.46347141 -0.50150934  0.72340393  2.39506082  1.20846439
  0.88473769  0.75644805  0.7558916   0.71323262]"
[26.52164387],[0],"[-0.95991325 -0.52255157  0.55845537  1.60396386  1.93237261  0.580812
  0.6878052  -0.70531172  0.54666248  0.54059025]"
[9.78766079],[0],"[ 0.71345493 -0.20355606  0.10640915  1.9576083   0.74087345  0.61389093
  0.97766429 -0.98306357 -0.43990234  0.23076408]"
[26.733988],[1],"[-0.39514017  0.11524002 -0.15175335 -0.66969279  1.39002944 -0.63619473
  0.53434664  1.02497229 -0.27539775  0.15666296]"
[8.1453874],[1],"[ 0.266427    1.62098081  0.9531546  -1.12093042 -0.95110282  0.29480425
  0.65938347 -1.17354399  0.16841323  0.43119774]"
[-12.40102777],[0],"[ 1.4082698  -0.31481819 -0.5113128   0.26372978 -0.41427288 -0.38888345
  0.24428827 -0.37167394 -0.00446965 -0.14793873]"
[12.73574032],[0],"[-1.06704935  0.06914886  0.63001774  0.39432569  0.36240479 -0.20126432
  1.03595061  0.2660305  -0.28974432 -0.11330134]"
[-1.24520212],[1],"[-0.80142454  0.72070849 -0.23048725  1.65434677 -0.3193766   0.05493764
  0.21716526  0.3791983   0.30114327  0.16763296]"
[-27.55510385],[1],"[-1.28237284  0.19439451 -0.80965606 -1.12998789 -0.07234378 -0.33281385
 -1.27991474 -1.1961813   0.82508695 -0.56787886]"
[-35.06949958],[0],"[-0.2123972  -0.51786969 -2.05887688 -0.14657878 -0.44560067  0.23484622
 -0.63378686 -0.95183923 -1.44306443 -0.14208382]"
[-33.2646538],[1],"[-1.62197456 -1.8214419  -1.7649017  -1.23263536  0.22302718 -1.01436499
 -0.35473503 -1.47745972 -0.5466911  -0.75314864]"
[1.49330451],[0],"[-0.4067704  -0.492155    0.08768838  1.44432231  0.39633484 -0.25336263
  0.58811778  0.30388764  0.20076311 -0.29233707]"
[8.89527075],[0],"[ 1.38513171  1.11833347  0.42611646  0.15041965 -0.25008205  0.35554509
 -0.17871264  1.17356485 -0.32291891 -0.1465981 ]"
[29.66332508],[0],"[ 1.14130782  0.62092561  0.64225109 -0.0603853   0.5541508   0.0722503
  1.42484529  0.40671565  0.75870074  0.47535423]"
[-11.29156224],[0],"[-0.48724525 -1.7839871  -1.55629972 -0.67634307  1.12469229 -0.40612172
  0.56881599 -0.10918712 -1.12936495 -0.81004897]"
[1.91196755],[0],"[ 0.13420314 -0.95648749  1.19356193  0.7094202   0.24837595 -1.17557027
 -0.6197218  -0.00797023  0.19910222 -0.51584856]"
[-14.77500805],[0],"[-0.59102146 -0.62363571 -0.25145918 -0.32874895  0.1834386  -0.8940559
  0.55667773 -1.22068749 -0.47075821 -0.68863014]"
[-8.33202318],[1],"[ 0.96011189 -0.65713155 -0.65937562 -0.45342035 -0.09499995 -1.08113743
  1.15336612 -0.65598029  0.89135308 -0.55331096]"
[-16.38539594],[1],"[-1.03485109 -1.39769999 -0.1021859  -1.22368451 -0.62018614 -0.20229228
 -1.29772457 -0.77896246 -0.0781967  -0.1797169 ]"
[77.85508649],[1],"[1.96748743 1.73918906 1.14234574 1.65674673 2.22149113 1.41325347
 1.43157771 1.73947478 2.63123204 1.79297601]"
[-12.60039604],[1],"[-0.35899901 -0.04981882 -0.09449092 -0.51310228 -0.22299361 -1.05862591
 -1.80039072  0.66785436 -0.24295034 -0.5960511 ]"
[40.43571899],[0],"[0.61788803 0.67937605 0.84778252 2.24335706 0.51462566 0.85156273
 2.40212047 0.75005415 1.95955602 1.25276564]"
[12.31177868],[1],"[ 1.30177308 -0.62307551  1.27026478  1.66628436 -0.68009729 -0.88388141
  0.19130342 -0.32905368  0.53415045  0.49424723]"
[10.87154546],[0],"[-0.72455941 -0.17438507  0.37954161 -1.57862014  0.58688492  0.54890839
 -0.55967379  0.60265589  0.1836631  -0.14644917]"
[-28.23169709],[0],"[-1.18241843 -0.23173623 -0.65540647 -1.49961176 -0.14632685 -0.5765161
 -0.88632452 -1.04029945  1.08716104 -0.70981406]"
[39.32915902],[0],"[ 1.02440322  1.71548811  0.40318262  2.82475662 -0.04025433  1.74239904
  1.79641923  1.68385808  2.08164907  1.55737715]"
[-25.31773204],[0],"[-1.38410525 -0.94668395 -0.16926806  0.05119394 -0.54653451 -0.44374883
 -0.25176614 -0.32110947 -0.03610464 -0.93756642]"
[-34.27913282],[0],"[-2.50309388 -0.15434459 -0.49149132 -0.57288547 -0.976752   -0.2976932
 -0.58976449 -1.0293356   0.46667292 -0.60777905]"
[-20.03750021],[0],"[ 0.10268422 -0.21558777 -1.30592807  1.02824268 -0.05216884  0.1363572
  0.29961906 -0.13823232  0.00891127 -0.1798517 ]"
[-40.18552854],[0],"[-0.64157811 -1.58978521 -1.48263395 -1.5285411  -1.33217511 -0.56113625
  0.52937664 -0.57220874 -1.31036845 -0.97771361]"
[4.2018808],[1],"[ 0.83316237  0.83403203  1.24435034  0.65030386 -0.89930015 -0.39068049
 -0.7517868  -0.28497886  0.74939774  0.35789524]"
[65.37106411],[1],"[ 1.14206232  0.59312658  0.57473345 -0.26047524  2.30192985  1.30358074
  1.09286019  1.38176868  0.13011825  0.97304256]"
[-5.30809518],[0],"[-0.99646433  0.75552125  0.58242724 -0.04456536 -0.43129214 -0.28303236
 -0.57519431  0.36155253  0.01400612 -0.30206413]"
[-42.8482756],[1],"[-0.64020972 -1.05750777 -1.6041375   0.07378171 -1.55759664  0.43262094
 -0.69431539 -0.3961711  -0.96125599 -0.72438153]"
[30.24066491],[1],"[ 0.9479498   0.54158504 -0.16936096  0.03333201  0.79304713  0.34555311
  1.05694377  0.44650918  1.22379468  0.85465884]"
[-20.95927379],[0],"[-0.41488016 -0.89194262  0.05903975 -1.00809139 -0.16563    -0.70067871
 -0.44948902 -1.24392924 -0.99981139 -0.95955897]"
[20.07805762],[1],"[-0.54583583  0.2291698  -0.15977574 -0.24008596  1.54744952  0.43757385
 -0.35802404 -0.05774992 -1.15305184  0.20112288]"
[-19.90338829],[1],"[ 0.12413953 -1.44656594 -0.36651738  0.40066075  0.61834078 -1.13248974
 -0.841132   -2.09117351 -0.7463206  -0.52593494]"
[-15.06098513],[0],"[-0.0191495  -1.47292496 -0.11314273  0.06500486 -0.4350813  -0.62902262
  0.08360528 -0.2842734  -0.74815084 -0.47241835]"
[-17.63722858],[1],"[ 0.10036844 -1.31264903  0.59219153 -3.17309702 -1.39000312 -0.66883256
 -0.98805981 -0.85067663 -1.8130899  -0.83146629]"
[-20.94154132],[0],"[-0.76752247 -0.58350693 -0.43744094 -0.97325208 -0.75441991 -0.82961573
 -0.23964291 -0.44095324  0.29930751 -0.36628053]"
[-35.60170964],[0],"[ 0.33298895  0.32012076 -0.14730487  1.01220519 -1.50250761  0.39308691
 -0.62485002 -0.54048177  0.25795147 -0.8667012 ]"
[16.35091262],[1],"[ 1.48109399  1.20985629  0.23778268 -0.14005085 -0.25107148  0.59543219
  0.36432474 -0.13425012  0.90054239  0.65771385]"
[23.67169394],[0],"[ 1.08867886 -0.07075736 -0.00947336 -0.42457178 -0.06069204  0.20957839
  1.14260076  1.05466385  0.84916123  0.78798417]"
[24.7197254],[1],"[ 0.30227355  0.13024064  1.08643869  0.41191575  0.28887286 -0.36500946
 -0.08429305  0.0858308   0.96052066  0.56828962]"
[-13.1539416],[0],"[-0.24145604 -0.73339184  0.24969871 -0.01432513 -0.763749   -0.2149759
  0.32016532 -0.5951322  -0.60960761 -0.38933421]"
[26.70995656],[0],"[ 1.12184411 -0.11533449  1.83251094  0.03133112 -0.2061169   0.75528872
  0.89401477  0.24520931  1.17129804  0.22850245]"
[30.25950264],[1],"[ 1.04800029  1.29558744  1.03665156  1.36469786 -0.43881936  1.38090087
  0.77464119  1.01917697  0.65258098  0.74180691]"
[-21.57456266],[1],"[-1.22649724 -1.01958936 -0.36413225 -0.74835538 -0.20837798 -0.99984785
 -0.72748311 -0.7646807  -0.76344584 -0.92743783]"
[-44.62277949],[0],"[-1.90648765 -1.76513195 -1.46943022 -0.59489397 -1.10205787 -1.04427977
 -0.24312587 -0.5933154  -0.91657102 -0.84209607]"
[-48.12135859],[0],"[-0.38605063 -0.61696603 -0.41544032 -0.08111175 -1.66479568 -0.46175106
 -1.9486722  -1.05056694 -0.97565733 -0.82518036]"
[6.27280087],[0],"[-0.46177232 -0.19350853  0.54530149  0.48525195  0.63774706  0.49010408
 -0.87258358 -0.09649678  0.60010753 -0.01310781]"
[-10.35894029],[0],"[-0.25149986  1.05881231 -0.03334912  0.34547293 -0.69436793 -0.89102721
 -0.47176574 -0.06428269 -0.913419    0.09495537]"
[39.20705672],[1],"[-0.11561029  0.19795948  0.10251739  2.48281902  1.29356461  0.13021106
  1.5069614   1.46068991  1.45268521  0.88467357]"
[-68.77633171],[1],"[-1.71282496 -1.88668391 -2.45197149 -0.55659387 -1.13766688 -1.57198175
 -1.09936016 -1.47568794 -1.53979938 -1.69096135]"
[-6.08641241],[0],"[ 0.41327241  0.17909137 -0.07439651 -0.50804053  0.34647982 -0.53392524
 -0.99626073 -0.78906484  0.03926342 -0.03719322]"
[-39.20687947],[0],"[-1.5214692  -0.29059996 -0.54005657  0.72892805 -1.19843666 -0.76133573
 -1.62910679 -0.09774242 -0.56426167 -0.5857241 ]"
[-17.36704377],[1],"[ 0.14531409  0.34164729 -0.82810073  0.90425728 -0.75070295 -0.16058722
  0.34429862 -0.77282383  0.29457462 -0.0374096 ]"
[-3.80542443],[0],"[-0.15590837 -0.25579378 -0.82945451  0.49313162  1.01802355 -0.55798824
  0.92520656 -0.15229175 -0.18655458 -0.486137  ]"
[-25.86915437],[0],"[-1.60340798  1.30726303 -1.00219381 -0.43261542 -0.39463896  0.34209416
 -0.63963763 -0.28451873 -1.00243263 -0.4492706 ]"
[9.84846786],[0],"[-0.58420262 -0.30602218  0.29609447 -2.03503903  0.5164337  -0.70412918
 -0.73750733  0.02528893 -0.11613976  0.13470407]"
[-4.76341092],[0],"[-0.98795615 -0.83978729 -1.32244139 -1.07152628  1.79511758 -0.95166176
 -0.8231619   0.06926742  0.24268994 -0.38483366]"
[61.98864127],[1],"[1.91086135 1.52607448 1.69345331 1.3429841  1.66789073 2.21258488
 0.43058021 0.86362932 0.27386429 1.15977436]"
[82.98030844],[1],"[1.82680954 0.22148812 2.1200691  0.56932509 1.94965982 1.25863996
 1.73774016 1.59876726 1.27436182 1.32463631]"
[17.16895119],[0],"[ 0.73946706  1.22723834  0.0585726   0.08014518 -0.29909996 -0.10272691
  0.62393718  1.18593248  0.01330272  0.72999564]"
[20.08933537],[1],"[ 1.19454668 -0.07614494 -0.16396205 -0.44863672  1.77066786  0.3351914
 -1.81809866  0.25081568  0.2124629   0.27306225]"
[-1.07773281],[1],"[ 0.03845725  0.06640769 -0.69158264 -1.23455856  0.47961303  0.05784316
 -0.246094   -0.42106751 -0.20274038 -0.28814879]"
[11.13133535],[0],"[-0.95979194  0.33041947 -0.42548759  0.27146892  0.72200424 -0.41160027
  0.93152996  0.61170822  0.62455825  0.18259181]"
[-25.52898599],[1],"[-0.55752515 -0.98661392  0.10454004 -1.44616406 -1.72237924  0.12796606
 -1.23591601  0.13938704  0.64094294 -0.72768371]"
[-29.02767241],[0],"[-0.95984916 -1.16033275 -1.83329754 -0.12939954 -0.59788622 -0.72990927
  0.63067053 -0.40666028 -0.32195283 -0.2455507 ]"
[-32.31323437],[1],"[ 0.75536832 -0.21649287 -1.00851647  0.21849837 -0.86341516 -1.27556137
 -2.23954493  0.1916934  -0.68860039 -0.51171634]"
[-28.6848526],[0],"[-2.56821232 -0.58050018 -0.4750682  -1.28794189 -0.65618584 -1.08411578
 -0.32111002 -0.67994737 -0.71872076 -0.84730687]"
[-33.07938602],[0],"[-1.00676358e+00 -7.86149330e-01 -7.63025669e-01  3.37146502e-04
 -1.20565642e+00 -1.37940033e+00 -3.98525933e-01 -2.58786076e-01
  2.19805835e-01 -2.39714086e-01]"
[61.11256541],[1],"[0.13046626 1.17011592 1.19030901 0.10968707 2.20256136 0.84393277
 0.83742225 1.4649625  0.16852997 0.64007286]"
[-2.9058125],[1],"[ 1.27861097 -0.3633698  -0.66933453 -0.08765593 -0.03987607  0.46346452
  0.25558077 -0.87615511 -0.56733503  0.07823603]"
[32.12013353],[1],"[ 0.70759327 -0.06681281 -1.08222356  0.60507172  1.50520143  0.82270824
  1.50582826  1.43366453  0.1073268   0.57828577]"
[12.2668104],[1],"[ 1.00572843e+00  4.91559889e-01  1.05552034e+00  1.52913701e+00
 -1.94564673e-01  1.41450833e+00 -3.73598674e-01  4.11304302e-01
  1.85529837e+00  1.13970763e-03]"
[-3.49095975],[1],"[-1.69373951 -0.34751705 -0.55584785 -1.07836878  0.61763731 -0.99307687
 -0.46247921 -0.11223623 -0.1397701  -0.34867222]"
[-27.89621957],[0],"[-0.80231723  0.31755248 -0.77721447 -0.716265   -0.66842875 -0.11673107
 -0.98752833 -0.14646864  0.56448125 -0.56758063]"
[-5.53551212],[1],"[-0.48917533 -0.2693987   0.50021511  1.41984645 -0.64196602 -0.59174246
 -0.3931509  -0.04162302  1.02849324  0.12234127]"
[36.85512871],[0],"[-0.18436987  1.53714689  1.98328301  0.98852341  0.67135322  1.2803266
 -0.22600618  0.56221818 -0.94652548  0.41592174]"
[-77.84275946],[1],"[-2.41257787 -2.00162973 -1.9972343  -1.30769953 -1.70880645 -2.12709713
 -2.52051855 -1.7291529  -1.08740954 -1.32014857]"
[-41.11008728],[0],"[-0.08737246 -0.72919146 -0.38399753 -0.16731937 -1.88045106 -0.19193591
 -1.08752708 -0.92062336 -1.10105477 -0.65194431]"
[-73.00703875],[1],"[-2.61866506 -1.12865284 -2.33178854 -0.02044902 -1.90284357 -2.19900598
 -1.87088764 -0.68406254 -1.30948533 -1.22958037]"
[-17.40137992],[0],"[-0.45256829  0.430674   -0.30350157 -0.04836715 -0.47334368 -0.11756318
 -0.77988111 -0.29041461 -0.24607327 -0.09034219]"
[-6.10547673],[0],"[-0.77927563 -0.42687256 -0.70936196 -0.08292342  0.00957262 -0.5368836
 -0.14351392  0.43959336  0.36727868 -0.02198353]"
[34.88243585],[1],"[0.74137633 1.98108375 0.70014003 2.49291667 0.28106673 1.13940405
 1.34821275 0.99764586 1.01936063 0.94055958]"
[3.97937337],[1],"[-0.54089541 -0.19709541  0.06990992 -1.96343708 -0.38105723 -0.03770107
  0.30925589  0.17934119 -0.7147418  -0.30673336]"
[-58.84699274],[0],"[-1.80975019 -1.5462973  -2.60296573 -1.59862109 -1.17953808 -1.1681303
 -1.33969281  0.10982562 -1.71907158 -1.16534719]"
[-17.11645428],[0],"[ 0.31571232 -0.12283226 -0.4947203   0.48460938 -0.07337262 -0.24400892
 -1.00469692 -0.30806883  0.03741058 -0.15873643]"
[19.36651031],[1],"[ 0.52209607  0.53679116  0.84043672  1.42891423  0.12222864  0.07048899
 -0.53935157  1.04292834  0.42977786  0.37835144]"
[24.82326484],[1],"[ 0.40603229  1.3438653   0.23692171  1.38985072  0.74201361  1.05939282
 -0.02475389  0.09952618  1.65144978  1.0813392 ]"
[20.29749634],[1],"[-0.65210074 -0.13954565  0.4129905  -1.2946139   1.14450472  0.26158355
  0.66114983 -0.23060167 -0.17973054 -0.32682815]"
[-34.99874583],[1],"[-0.61161436 -2.48789518 -0.23724118 -2.24544818 -1.83345592 -1.28911618
  0.6444585  -1.42118999 -1.05567638 -1.19325821]"
[31.13730144],[1],"[ 1.08119601  0.77384309  0.74192823  0.72156899  0.56510019  0.30221151
  1.04767303 -0.32035554  0.71704458  0.75407775]"
[-10.66093457],[0],"[ 2.30135393 -1.30425661 -0.74403818 -1.45569827  0.15507115 -0.76407782
  0.2862944  -0.28914157 -0.71973033 -0.79010418]"
[-30.15032956],[1],"[-0.39804051 -0.38650909  0.15802197 -1.49127782 -0.7085617  -0.34381617
 -2.3092841  -1.80715234 -0.46316395 -0.70981156]"
[-24.42019653],[1],"[ 0.18000194 -0.78438085 -0.96056905 -0.95945005 -0.60498283 -1.26524906
  0.18290058 -0.9569682  -0.11833851 -0.67904199]"
[59.86560364],[1],"[1.51094636 0.81137875 0.87884571 0.32918618 1.8968877  0.91126844
 1.79987021 0.35717963 1.18450865 1.16413025]"
[-15.84487273],[1],"[ 0.5268742  -0.96507561 -0.95027817 -0.74403981  0.64586102 -1.11932251
 -1.44638346 -0.19752619 -0.1135936  -0.65439292]"
[-18.53016179],[1],"[-1.38508242 -0.49278585 -0.72977205 -0.18910917 -0.42884009  0.34526755
 -0.40909777  0.12168745  0.47066025 -0.59661707]"
[-1.91316938],[1],"[-1.32571634 -0.65846146 -0.26024579 -0.03515244  0.39517462  0.37318873
 -0.44008761  0.21796977 -0.04777201 -0.29918936]"
[-0.13339834],[1],"[-1.80706739  0.4634328  -0.02829477  0.79367698  0.33455499  0.03566626
 -0.68551878 -0.29124419 -0.37176085  0.17056682]"
[18.58773709],[1],"[ 0.98314214  0.94001269  0.06826688  1.19726703 -1.28241493  0.15048023
  2.57971525  1.26048714  0.53616742  0.7040798 ]"
[33.38771121],[0],"[1.3265635  0.67159731 0.50358971 1.55465933 0.65768781 1.40704128
 0.89512376 1.27688035 1.60523937 0.7910031 ]"
[-30.33296738],[1],"[ 0.34379362  1.23340037 -1.54213697  0.79853019 -1.03947415  0.15953552
 -1.26370192 -0.70069256  0.32837238  0.30879282]"
[13.70133227],[1],"[ 0.94344709 -0.40528917  1.2327911   0.95000766 -0.11361293  0.41254744
 -0.24074641  0.18783567 -0.05619877  0.02239099]"
[-6.54082898],[1],"[-0.26515125  0.08266048 -0.15909385 -0.90973122 -0.28190368 -1.29432395
 -0.91511641  0.3910409   0.5161808  -0.26498816]"
[7.0723793],[0],"[-1.01873722 -0.08067051 -0.41852178 -2.40492976  0.79216034 -0.93498252
  0.22264565  0.7759286  -0.74842894 -0.47897626]"
[-20.68857418],[1],"[ 0.80972146 -1.03680245 -1.15941823  0.14006846 -1.15128374 -0.26592536
  0.98094794 -0.35172857  0.32765369 -0.18983432]"
[-1.49267516],[0],"[-0.69695697  1.33634745 -1.17583868  0.60076314 -0.17481528  0.4663783
  0.74916464  0.24959134  0.99724015  0.54898144]"
[3.74634503],[1],"[-0.66924573  0.84973729  0.72339746  0.3715971  -1.16185632  0.09033634
  0.27739517 -0.06778584 -0.66034766  0.50203866]"
[13.89387277],[0],"[-0.29733746 -0.34022403  1.08551075 -0.55864519  0.33045069 -0.97971613
 -0.00253021  0.05023601  0.02124119 -0.07421846]"
[-19.58335902],[1],"[-1.96696265 -0.45168723 -0.70910578 -1.42117651 -0.16517267 -0.08107216
 -1.09892434 -0.02266147 -0.65258421 -0.73503917]"
[15.67421405],[0],"[ 0.6048691   0.43632653  0.42753277  0.58772975  0.69785381  0.32476383
 -0.41150496  0.83377881  0.67607818  0.05692639]"
[-47.9761077],[0],"[-0.36947717 -0.84470158 -1.55883484 -0.01264963 -0.91327378 -0.39652602
 -0.61383333 -1.19120056 -1.18495159 -1.07701131]"
[-1.07464919],[0],"[ 0.95587792 -0.50722922 -0.24026715  0.21791257 -0.30899431  0.00595554
 -0.17679098  0.04132582 -0.9166071   0.15900614]"
[-7.2013361],[1],"[-0.23605251 -0.25187524 -0.32965072  0.73214254 -0.30381221 -0.05728192
  0.24468857 -0.80942156  0.84744062  0.21541673]"
[-72.22068796],[1],"[-1.40214465 -0.8308417  -2.45157115 -1.6757385  -1.98566135 -1.2792246
 -1.53107185 -0.85940132 -0.87467897 -1.40926728]"
[-20.81202718],[0],"[-1.73020306  0.92979281 -0.46169734  0.00678672 -0.11654316 -0.54783386
 -1.37734511 -0.30852007 -0.21418322 -0.1803397 ]"
[61.65878278],[1],"[ 1.01804452  0.97417609  1.91015762  0.62196681  1.67488354 -0.0218456
  0.01019105  1.11980302  1.52061941  1.15888875]"
[-48.14850375],[0],"[-1.61052432 -1.13801759 -0.13111265 -0.11982221 -1.55299646 -0.7969832
 -1.12328689 -1.73952097 -0.36031596 -0.79319514]"
[29.61107384],[0],"[ 1.60489123  0.62513898  0.03034216 -0.82373375  1.34605978  0.48840731
  0.54587164  0.0928011   0.8317311   0.63146521]"
[78.26728761],[1],"[ 2.38668927  1.11112776  2.17731523  2.19389689  2.26523159 -0.43939547
  2.13844152  0.93540846  0.59520104  1.13294665]"
[56.78749491],[1],"[0.34593727 1.23171061 0.97382096 3.1323941  1.21100987 0.98049407
 1.94324364 1.86955001 1.24758499 1.26501234]"
[20.45846947],[0],"[0.46392746 0.15824081 0.0182036  0.53005697 1.14623565 0.38826508
 0.89851556 0.1547703  1.65413908 0.51543009]"
[1.91028481],[1],"[-0.82395951  0.11196963 -0.05952614  0.64854819 -0.26969171  0.19203253
  0.91549953  0.06949173 -0.57764881 -0.0512942 ]"
[-6.61020645],[1],"[ 0.05435309 -0.40293648 -0.72367458 -1.13667918  0.12392437 -0.51651351
 -0.77015141  0.07089084  0.46559982 -0.16506639]"
[-3.58766184],[1],"[ 0.42820606  0.39255441  0.5262285   1.64136546 -0.35296649 -0.16995335
 -0.01484211 -0.73495948  0.03254021 -0.11073755]"
[-12.27095272],[1],"[-0.58100695  0.44291035 -0.36006438  0.08434691 -0.65225934 -0.15483399
 -0.59417237  0.44084117 -0.55913797 -0.41753974]"
[54.82775573],[0],"[1.18644447 0.03066817 1.68225146 2.24851638 1.23950944 0.37466802
 1.40533442 1.06805455 0.55555317 1.10807665]"
[22.2211039],[1],"[ 0.74328463  0.59522308  0.5784811   0.49995917  0.27403974  0.49654958
 -0.64889773  0.99485889  1.073472    0.59783641]"
[-13.35639921],[0],"[-1.26484942  0.31161872 -0.69651943 -1.72048326  0.51361763 -0.11323217
 -1.70101895  0.02534713 -0.56830645 -0.60966422]"
[-53.14911056],[1],"[-1.88294495  0.32350921 -1.5067084   1.90506533 -2.07744639 -0.6732585
 -1.04577187 -0.21029604 -1.82732676 -0.63114334]"
[18.01827796],[0],"[ 0.93821309 -0.00951758  0.73040797  0.07977688  0.455092    0.52572689
 -0.34177685  0.22256484  1.41392709  0.48904025]"
[51.04588345],[0],"[1.56535211 0.09844566 1.38215427 1.21885268 1.80033918 0.77874908
 0.78163594 1.15885392 0.68623423 0.61467259]"
[36.65502221],[0],"[ 0.6559619  -0.23680099  1.3048782   1.52703808  0.88141085  1.55006953
  0.80692946  0.45880476  1.10893776  0.6523559 ]"
[-14.84593867],[0],"[-1.09933913  0.05586724 -0.35977062  1.22770138 -0.48853724  0.55380724
 -0.24388127 -0.51399302 -0.08258716  0.09499604]"
[-72.7255105],[0],"[-2.0182956  -1.30207541 -1.5630985  -1.14113029 -2.2568962  -1.45444836
 -0.87594168 -1.88952139 -0.46115332 -1.3278417 ]"
[43.00424213],[1],"[1.79989164 1.60138226 0.5864087  0.93749415 0.26685833 0.99897532
 1.70278107 2.20540996 0.16423883 0.54636892]"
[0.32154495],[1],"[ 0.04444775 -0.27975107  0.50906424  0.5750603   0.00179639  0.37837051
 -1.44818163 -0.40382009 -0.06736124  0.20525452]"
[-1.52546966],[1],"[-0.59865689 -0.6884018   0.46926108  0.76364423 -0.37137912  0.94635202
 -1.09719616 -0.29572227 -0.07152139  0.01245116]"
[11.46118079],[0],"[-0.17174189 -0.47261712  0.79001182  1.08271864  0.15572608  1.04139562
 -0.45913957  0.14799976  0.99537442  0.45069469]"
[41.76438853],[1],"[ 0.56908888  1.09673228  1.72481679  2.01742156  0.79378379  1.39809209
 -0.48736077  0.84865106  0.48495355  0.78596798]"
[-11.53811757],[1],"[ 0.9913528  -1.42714964 -0.20395815 -0.65218438  0.03205098 -0.08736769
 -1.11362626 -0.72643433 -0.49358909 -0.56946898]"
[-0.9602175],[0],"[-0.61326591 -0.46735612  0.86321553 -1.71111842 -1.30010732 -0.42966048
  1.31213499  0.01103713 -0.41481691 -0.40843364]"
[-35.34929259],[1],"[ 0.09123271 -1.55776683 -1.05791843 -1.34739932 -1.98780571 -0.64392486
  0.09739847 -0.14618027  1.23084512 -0.55442318]"
[13.24894964],[0],"[ 0.19674982 -0.10332354 -0.63099759  0.41050819  0.99843879 -0.33708821
  0.13664561  0.5494831  -0.48932112  0.42226081]"
[12.86819214],[0],"[ 1.05362532 -0.44224542  0.32291537  1.94810374  0.0597451   0.87794657
  0.07799542  0.78381939  0.69138894  0.36533602]"
[35.76866905],[1],"[-0.17523566 -0.21449947  1.73817304  2.79746512 -0.2608607   1.38697365
  0.24384906  1.2389686   0.40865233  1.01670122]"
[-12.21472287],[1],"[ 0.02527185 -1.23638511 -1.25655658 -0.70395604  0.50810982 -0.81303319
 -0.67734213 -0.6326142   0.02134982 -0.18593596]"
[-9.0350706],[0],"[-0.03840124  0.63974383 -1.39267468 -1.33822495  0.87583646 -0.36425178
 -0.38069181 -0.58993629 -0.9086255  -0.07711136]"
[29.10810306],[1],"[ 0.68580822  2.48862733 -0.23104216  0.13220857  0.73718562  0.41894034
  0.31338161  1.09691262  1.38435227  0.78164814]"
[25.43707669],[1],"[ 0.49967049 -0.22228904  0.25308918  0.84599911  0.20081272  1.49295838
  1.45831241  0.62141943  0.62426114  0.45863371]"
[58.18986196],[1],"[ 0.78334089  1.27154121  1.59232351  1.34515022  1.61337917  1.26927427
  0.58044992  0.83940318 -0.20847707  1.04816512]"
[3.13368753],[0],"[ 0.75181542  1.09522153 -0.1856676  -0.69042773 -0.21075215  0.4494718
  0.78594536  0.13298171  0.28969083 -0.04886628]"
[19.39530785],[1],"[ 0.22421775  0.06504868  0.25608349 -0.67174053  0.74390765 -0.40080588
  0.25541678  0.54413549  0.88407456  0.01531723]"
[-8.77058053],[0],"[ 0.08455955 -1.06806301  0.04212985 -1.38316944 -0.69163423  0.58647291
 -0.66454775 -0.07772092  0.14501027 -0.12727851]"
[11.54789338],[1],"[ 0.00205409  1.26014263 -0.36014504 -1.22952581  0.40917691  0.48489484
  0.60686116  0.22348942  0.02503172 -0.04025199]"
[-13.1046045],[1],"[ 0.01715001 -0.1764849  -0.46331231  0.2873669  -0.42166311 -0.4205698
  0.24071042 -0.17948345 -0.63011988 -0.47206865]"
[4.38454814],[0],"[ 1.15468425  0.92556602  0.26898186 -0.50626489 -0.92669462  0.46751315
  1.08698461 -0.45914455  0.20677677  0.41308172]"
[18.11689715],[1],"[ 0.47544737 -1.10488251  1.00857171  0.30309475  1.01488135 -0.70718026
  0.35711759 -1.02161421 -0.31889669 -0.10308566]"
[-48.07092554],[1],"[-1.00527687 -1.91972997 -0.98694974 -0.52487642 -0.97558682 -1.28755216
 -2.33121086 -0.57482414 -0.46808708 -1.02721182]"
[23.98067146],[1],"[ 0.44244033  1.00776689  0.73692004 -0.34949056  0.5720464   0.62707945
 -0.14227287  0.73502565  1.11007937  0.12788016]"
[-11.49021879],[1],"[-0.9340507  -1.13520542 -0.33716053  0.21996954  0.36479385 -0.83864681
 -1.11309384  0.08740286  0.20865469 -0.50287943]"
[23.36202335],[1],"[ 0.37331543  1.45476121  0.11433043  0.74318073  0.96918226 -0.05387997
  0.37572676  0.27409038  0.97093192  0.44216493]"
[2.59073442],[0],"[-0.35195479 -0.52822978  0.24063254 -0.48321709  0.39941485  0.13118399
 -0.00111089 -0.48942445 -0.5577443  -0.20504679]"
[36.21679646],[1],"[-0.09906094  0.29955017  0.76247419 -1.58784627  0.24784584  1.42022929
 -0.3054099   1.41200079  0.97961624  0.72207734]"
